survey,subclass,plate,mjd,fiberid
boss,B5III (209419),3879,55244,9
boss,B8Ib (208501),6003,56311,958
boss,B9.5V+... (37269),6495,56339,778
boss,B2Iaevar (41117),4798,55672,834
boss,B3II (175156),6282,56572,284
boss,B9Vn (177756),4571,55629,513
segue1,B6,2305,54414,474
segue1,B9,2305,54414,506
boss,B9III (15318),4400,55509,174
sdss,B6,537,52027,445
boss,B9.5V+... (37269),4400,55509,389
boss,B5 (338529),4556,55912,466
boss,B9III (15318),4556,55912,472
boss,B5 (338529),4069,55365,796
boss,B2III (35468),4368,55559,466
boss,B3II (175156),4855,55926,186
boss,B5 (338529),4400,55509,468
boss,B2IV-V (176819),5733,56575,84
boss,B9III (15318),5733,56575,104
boss,B5 (338529),5733,56575,110
boss,B2.5V (175426),6745,56425,497
boss,B9Vn (177756),6745,56425,499
boss,B2.5V (175426),6745,56425,517
boss,B1Ve (212571),6745,56425,519
boss,B1Ve (212571),6745,56425,535
boss,B5III (209419),3848,55647,582
boss,B8Ib (208501),3848,55647,676
boss,B0.5Ibe... (187459),3848,55647,686
boss,B2III (35468),4084,55447,866
boss,B2Iaevar (41117),5771,56011,196
boss,B5 (338529),5771,56011,198
boss,B9Vn (177756),4782,55654,701
boss,B5 (338529),4782,55654,710
boss,B9III (15318),4782,55654,808
boss,B3II (175156),4571,55629,874
boss,B2.5V (175426),5113,55924,206
boss,B5 (338529),5395,56003,705
boss,B8Ib (208501),5395,56003,740
boss,B9Vn (177756),5395,56003,752
segue1,B9,2256,53859,36
boss,B5 (338529),6790,56430,544
boss,B3V (29763),4193,55476,740
boss,B5 (338529),5733,56575,610
boss,B3V (29763),6282,56572,872
boss,B5 (338529),5771,56011,564
boss,B9.5V+... (37269),6745,56425,720
boss,B3V (29763),6745,56425,736
boss,B9.5V+... (37269),7184,56629,863
boss,B5 (338529),4353,55532,882
boss,B9.5V+... (37269),4783,55652,50
boss,B9Vn (177756),4783,55652,86
boss,B2.5V (175426),6267,56279,540
boss,B2.5Ve (187811),6267,56279,541
boss,B5 (338529),6267,56279,542
boss,B3V (29763),5060,56181,870
boss,B8Ib (208501),5113,55924,623
boss,B3V (29763),5771,56011,831
boss,B5 (338529),5771,56011,718
boss,B9.5V+... (37269),3849,55274,50
boss,B5 (338529),3849,55274,91
boss,B5 (338529),3849,55274,132
boss,B9 (105262),3849,55274,134
boss,B6IV (174959),5803,56272,800
boss,B8IV (171301),4194,55450,174
boss,B2IV-V (176819),4628,55646,404
sdss,B9,2231,53816,519
boss,B5 (338529),4799,55656,692
boss,B9III (15318),4401,55510,374
boss,B2IV-V (176819),6480,56340,169
boss,B5 (338529),6730,56425,422
sdss,B9,1751,53377,293
boss,B9Vn (177756),4629,55630,6
segue1,B6,2542,53919,193
boss,B0.5Ibe... (187459),5363,55956,246
boss,B5 (338529),6283,56239,780
boss,B5 (338529),3922,55333,780
boss,B5III (209419),6050,56089,572
boss,B3V (29763),4354,55810,240
segue1,B6,2256,53859,563
sdss,B9,300,51943,149
boss,B2Iaevar (41117),4402,55514,2
boss,B2.5V (175426),4402,55514,98
boss,B5V (173087),5146,55831,619
boss,B5III (209419),4857,55711,94
sdss,B9,796,52401,421
boss,B8IV (171301),4572,55622,332
boss,B2IV-V (176819),4572,55622,374
boss,B9III (15318),3850,55575,30
boss,B0.5Iae (185859),4857,55711,310
boss,B8IV (171301),4195,55452,425
boss,B9Vn (177756),4783,55652,594
boss,B9Vn (177756),4783,55652,614
boss,B3V (29763),4070,55681,406
boss,B3Ib/II (51309),5733,56575,882
segue1,B9,2257,53612,73
segue1,B6,2257,53612,83
boss,B8IV (171301),6746,56386,254
boss,B5 (338529),6746,56386,188
boss,B3V (29763),5363,55956,494
boss,B0IVe (5394),6583,56566,528
boss,B5III (209419),6268,56245,250
boss,B3II (175156),6268,56245,290
segue1,B9,2542,53919,486
segue1,B9,2542,53919,503
boss,B5 (338529),4086,55446,574
boss,B2IV-V (176819),4857,55711,430
boss,B1Ve (212571),4370,55534,492
boss,B1Ve (212571),7135,56564,758
boss,B5III (209419),3924,55332,247
boss,B9III (15318),3666,55185,734
boss,B5 (338529),4630,55623,698
boss,B5 (338529),4783,55652,870
sdss,B9,2001,53493,208
boss,B8IV (171301),6284,56310,169
segue1,B9,2887,54521,223
segue1,B6,2258,54328,241
boss,B5 (338529),5114,55883,438
boss,B9.5V+... (37269),5114,55883,471
boss,B5 (338529),4572,55622,766
boss,B5III (209419),5805,56336,380
boss,B9III (15318),4858,55686,292
boss,B5 (338529),4858,55686,306
boss,B5 (338529),4858,55686,334
boss,B5 (338529),6051,56093,790
boss,B5 (338529),4783,55652,982
boss,B8IV (171301),4783,55652,1000
boss,B2.5V (175426),3850,55575,256
boss,B5 (338529),3850,55575,284
boss,B1Ve (212571),3850,55575,294
boss,B5 (338529),3850,55575,316
boss,B9.5V+... (37269),5805,56336,666
boss,B3II (175156),4403,55536,448
boss,B9Vn (177756),5397,55944,834
sdss,B9,2232,53827,382
boss,B2IV-V (176819),7135,56564,980
boss,B2IV-V (176819),7135,56564,988
segue1,B9,2258,54328,416
boss,B3II (175156),3606,55182,14
segue1,B6,2258,54328,506
boss,B2Iaevar (41117),5806,56310,54
boss,B0.5Ibe... (187459),4197,55479,76
boss,B9.5V+... (37269),5148,56220,156
boss,B2IV-V (176819),5148,56220,158
boss,B5 (338529),5148,56220,160
boss,B9.5V+... (37269),5735,55980,305
boss,B5 (338529),6284,56310,612
boss,B5 (338529),5363,55956,966
boss,B2IV-V (176819),4572,55622,892
boss,B9Vn (177756),4403,55536,642
segue1,B9,2942,54521,512
boss,B2.5V (175426),5347,56008,670
boss,B5 (338529),5347,56008,676
boss,B3II (175156),5347,56008,765
segue1,B6,2259,53565,129
boss,B5 (338529),6746,56386,738
sdss,B9,1674,53464,500
boss,B9III (15318),4784,55677,260
boss,B9Vn (177756),4784,55677,310
boss,B2IV-V (176819),3606,55182,48
boss,B8IV (171301),3667,55566,486
boss,B9 (105262),5148,56220,904
boss,B2IV-V (176819),4784,55677,346
boss,B9.5V+... (37269),4784,55677,375
boss,B9Vn (177756),6747,56388,148
boss,B8IV (171301),4800,55674,392
boss,B3V (29763),4573,55587,186
boss,B5 (338529),4070,55681,864
boss,B3II (175156),4070,55681,872
boss,B9III (15318),4573,55587,294
boss,B3II (175156),4573,55587,303
boss,B9 (105262),4800,55674,560
boss,B1Ve (212571),6284,56310,774
boss,B9Vn (177756),6284,56310,928
boss,B5 (338529),3925,55338,613
boss,B5 (338529),3925,55338,656
boss,B9.5V+... (37269),3925,55338,662
boss,B5 (338529),6004,56066,808
boss,B8Ib (208501),5348,55978,268
boss,B5 (338529),4784,55677,724
boss,B9Vn (177756),3606,55182,314
boss,B9III (15318),3606,55182,356
boss,B5 (338529),4573,55587,360
boss,B1Ve (212571),7136,56570,912
boss,B9.5V+... (37269),3850,55575,895
boss,B3II (175156),3850,55575,920
boss,B5 (338529),3850,55575,930
boss,B5V (173087),4087,55449,270
boss,B2Iaevar (41117),6285,56248,94
boss,B9 (105262),3925,55338,908
sdss,B9,2597,54231,617
boss,B8IV (171301),6481,56363,48
boss,B5 (338529),3850,55575,996
boss,B9Vn (177756),4573,55587,652
boss,B5 (338529),6285,56248,133
boss,B9 (105262),3926,55327,258
boss,B2IV-V (176819),6004,56066,998
boss,B9Vn (177756),3606,55182,634
boss,B2.5V (175426),6285,56248,159
boss,B9III (15318),5115,55885,514
segue1,B6,2259,53565,343
boss,B9.5V+... (37269),5807,56329,687
boss,B5 (338529),5807,56329,694
sdss,B9,1438,53054,420
boss,B0.5Iae (185859),5735,55980,581
boss,B9 (105262),6285,56248,576
boss,B9III (15318),4573,55587,872
boss,B5III (209419),6285,56248,419
boss,B5III (209419),6285,56248,422
boss,B5 (338529),6053,56091,756
boss,B3V (29763),6053,56091,770
boss,B2IV-V (176819),3926,55327,695
boss,B9III (15318),4633,55620,50
boss,B9.5V+... (37269),4371,55830,857
boss,B5 (338529),4371,55830,890
boss,B9 (105262),4371,55830,902
boss,B5 (338529),3926,55327,828
boss,B5 (338529),3926,55327,848
boss,B5 (338529),3926,55327,854
boss,B3V (29763),6793,56430,990
segue1,B9,2058,53349,125
sdss,B6,2003,53442,148
boss,B9Vn (177756),5365,55945,543
boss,B3Ib/II (51309),5365,55945,547
boss,B2IV-V (176819),4574,55621,72
boss,B0.5Ibe... (187459),6748,56371,472
boss,B5 (338529),3606,55182,806
boss,B5 (338529),3668,55478,926
segue1,B9,2058,53349,309
boss,B2III (35468),3669,55481,78
boss,B3V (29763),6794,56448,262
boss,B8Ib (208501),4574,55621,220
boss,B9III (15318),4801,55653,224
boss,B5III (209419),3851,55302,184
boss,B9Vn (177756),6586,56485,589
sdss,B9,542,51993,14
boss,B9III (15318),5115,55885,682
boss,B3V (29763),4405,55854,890
boss,B5 (338529),5150,56329,846
boss,B5 (338529),6320,56453,725
boss,B9III (15318),4861,55710,784
boss,B3V (29763),6005,56090,740
sdss,B9,1381,53089,307
segue1,B6,2888,54529,306
boss,B9III (15318),3928,55331,518
boss,B5 (338529),5735,55980,670
boss,B9.5V+... (37269),6023,56069,422
boss,B8IV (171301),6023,56069,438
boss,B5 (338529),6286,56301,158
boss,B5 (338529),5366,55958,174
boss,B2Iaevar (41117),4801,55653,560
boss,B5 (338529),4574,55621,938
sdss,B6,1441,53083,535
boss,B5 (338529),6286,56301,279
boss,B8IV (171301),4071,55660,240
segue1,B9,2547,53917,213
segue1,B6,2547,53917,224
boss,B5 (338529),5151,56567,682
boss,B5 (338529),6321,56449,556
boss,B3V (29763),6321,56449,562
boss,B8Ib (208501),6321,56449,567
boss,B1Ve (212571),4071,55660,302
boss,B5 (338529),6023,56069,732
segue1,B9,2889,54530,414
boss,B9Vn (177756),5809,56353,926
boss,B0IVe (5394),5809,56353,942
boss,B5 (338529),5810,56358,112
boss,B9.5V+... (37269),5810,56358,122
boss,B5 (338529),6321,56449,894
boss,B9III (15318),4785,55659,274
boss,B2Vne (202904),5063,55831,54
boss,B3V (29763),6286,56301,684
boss,B2.5V (175426),5774,56002,794
boss,B5 (338529),5810,56358,296
boss,B9.5V+... (37269),5810,56358,314
boss,B5 (338529),4785,55659,318
boss,B5 (338529),4785,55659,320
boss,B5 (338529),7115,56667,180
boss,B9 (105262),7115,56667,186
boss,B0IVe (5394),6749,56370,422
boss,B2III (35468),4372,55541,978
boss,B2III (35468),5775,56009,52
boss,B3II (175156),6796,56453,144
boss,B5 (338529),6796,56453,164
boss,B2IV-V (176819),4557,55588,792
boss,B3Ib/II (51309),4557,55588,796
boss,B2IV-V (176819),3835,55570,1000
boss,B9III (15318),5116,55857,791
boss,B5III (209419),6749,56370,542
boss,B5 (338529),6749,56370,580
sdss,B6,302,51688,503
boss,B5III (209419),4071,55660,724
boss,B3II (175156),6499,56571,690
boss,B5 (338529),4373,55811,218
boss,B5 (338529),4373,55811,231
boss,B2IV-V (176819),6796,56453,476
boss,B5 (338529),4863,55688,390
boss,B9Vn (177756),4785,55659,348
boss,B9 (105262),4785,55659,400
boss,B3II (175156),4785,55659,408
boss,B5 (338529),4785,55659,422
boss,B9Vn (177756),4785,55659,468
boss,B5 (338529),3852,55243,908
boss,B9Vn (177756),3852,55243,986
boss,B5 (338529),6024,56088,190
boss,B3Ib/II (51309),3852,55243,828
segue1,B6,2548,54152,251
boss,B2Vne (58343),3930,55332,324
sdss,B6,854,52373,579
sdss,B6,2521,54538,56
boss,B5 (338529),5735,55980,866
boss,B3Ib/II (51309),5775,56009,597
segue1,B9,2890,54495,275
sdss,B6,355,51788,540
boss,B2.5V (175426),4785,55659,726
boss,B5 (338529),4785,55659,798
boss,B8III (220575),4576,55592,26
boss,B9III (15318),6500,56541,115
boss,B9 (105262),4863,55688,826
boss,B3II (175156),3930,55332,828
boss,B5III (209419),7115,56667,220
sdss,B9,1677,53148,108
boss,B5III (209419),5775,56009,958
boss,B2Iaevar (41117),6500,56541,274
boss,B5 (338529),4071,55660,764
boss,B3II (175156),4071,55660,788
boss,B6IV (174959),4071,55660,808
boss,B3V (29763),6732,56370,256
boss,B2Ve (164284),6482,56358,630
boss,B5 (338529),5367,55986,184
boss,B8Ib (208501),4576,55592,382
boss,B5 (338529),5811,56334,832
boss,B5 (338529),4071,55660,910
boss,B5III (209419),4558,55569,82
boss,B2IV-V (176819),6269,56246,498
segue1,B6,2323,54380,90
segue1,B9,2323,54380,141
boss,B5III (209419),6797,56426,538
segue1,B9,2861,54583,620
boss,B5 (338529),7115,56667,686
boss,B2IV-V (176819),7115,56667,706
boss,B5 (338529),7115,56667,724
boss,B0.5Iae (185859),3853,55268,571
boss,B5 (338529),5117,55925,676
segue1,B6,2066,53349,124
segue1,B6,2066,53349,286
boss,B5 (338529),7115,56667,744
boss,B5 (338529),7115,56667,746
boss,B5 (338529),6006,56105,438
boss,B3V (29763),7115,56667,800
boss,B9Vn (177756),6006,56105,646
boss,B8IV (171301),4803,55734,884
boss,B7IVe (209409),4803,55734,695
boss,B9III (15318),3932,55337,516
boss,B5III (209419),3932,55337,556
boss,B2.5Ve (187811),3932,55337,558
boss,B9III (15318),4864,55680,790
boss,B9III (15318),4864,55680,830
boss,B5 (338529),4636,55945,866
boss,B3V (29763),4636,55945,880
boss,B3V (29763),5117,55925,915
boss,B7IVe (209409),3853,55268,882
boss,B2IV-V (176819),4576,55592,859
boss,B5III (209419),3853,55268,984
boss,B9Vn (177756),6024,56088,858
boss,B5 (338529),5117,55925,846
boss,B9III (15318),5154,55864,819
boss,B5 (338529),6288,56192,314
boss,B9Vn (177756),6288,56192,342
boss,B9.5V+... (37269),6288,56192,344
boss,B3II (175156),5812,56354,972
boss,B9.5V+... (37269),5812,56354,978
boss,B9III (15318),6269,56246,708
boss,B5 (338529),4089,55470,602
boss,B5 (338529),5367,55986,924
boss,B8IV (171301),6059,56093,176
boss,B3V (29763),6059,56093,207
boss,B8IV (171301),6059,56093,304
sdss,F9,2128,53800,610
sdss,F5,2128,53800,634
boss,F3/F5V (30743),5886,56034,267
boss,F0IV (81937),6636,56367,57
boss,F0IV (81937),6636,56367,102
boss,F3/F5V (30743),6636,56367,122
boss,F3/F5V (30743),6636,56367,130
boss,F3/F5V (30743),6636,56367,150
boss,F3/F5V (30743),6636,56367,160
boss,F3/F5V (30743),4461,55888,438
boss,F2V (33256),4461,55888,466
boss,F6III (61064),4461,55888,472
sdss,F2,1522,52932,385
sdss,F2,1522,52932,386
sdss,F5,1522,52932,391
sdss,F9,1522,52932,425
sdss,F5,1522,52932,427
sdss,F5,1522,52932,437
boss,F0II (25291),6417,56308,173
boss,F3/F5V (30743),6417,56308,196
boss,F3/F5V (30743),6464,56309,182
boss,F3/F5V (30743),6464,56309,190
boss,F2V (33256),6464,56309,203
boss,F3/F5V (30743),6497,56329,132
boss,F3/F5V (30743),6497,56329,342
boss,F3/F5V (30743),6497,56329,418
boss,F2V (33256),5713,56686,978
boss,F2V (33256),5713,56686,984
boss,F3/F5V (30743),7099,56666,36
boss,F0IV (81937),7099,56666,54
boss,F0IV (81937),7099,56666,60
segue2,F9,3317,54908,6
segue2,F5,3317,54908,9
segue2,F5,3317,54908,19
segue2,F5,3317,54908,20
segue2,F9,3317,54908,21
segue2,F5,3317,54908,22
segue2,F5,3317,54908,24
segue2,F9,3317,54908,27
segue2,F5,3317,54908,31
segue2,F9,3317,54908,32
segue2,F9,3317,54908,34
segue2,F2,3317,54908,40
segue2,F5,3317,54908,56
segue2,F5,3317,54908,57
segue2,F5,3317,54908,62
sdss,F9,1650,53174,38
boss,F0V (90277),6252,56248,18
boss,F0IV (81937),6252,56248,20
boss,F3/F5V (30743),6252,56248,60
boss,F2V (33256),4321,55504,46
boss,F0IV (81937),4321,55504,54
boss,F8V (G_243-63),4321,55504,58
boss,F6V (16673),5331,55976,6
boss,F3/F5V (30743),5331,55976,34
boss,F0IV (81937),5331,55976,56
boss,F3/F5V (30743),5331,55976,58
boss,F3/F5V (30743),4768,55944,5
boss,F0IV (81937),4768,55944,8
boss,F8V (G_243-63),4768,55944,26
boss,F6Iab: (187929),4768,55944,29
boss,F3/F5V (30743),4768,55944,35
boss,F0IV (81937),4768,55944,42
sdss,F5,1331,52766,46
sdss,F2,266,51630,21
sdss,F2,2492,54178,63
sdss,F9,1020,52721,43
sdss,F5,1020,52721,47
boss,F3/F5V (30743),5714,56660,12
boss,F3/F5V (30743),5714,56660,44
sdss,F5,753,52233,81
boss,F0IV (81937),6714,56447,138
boss,F3/F5V (30743),6714,56447,172
sdss,F5,490,51929,408
boss,F3/F5V (30743),5714,56660,154
boss,F3/F5V (30743),5714,56660,176
boss,F6V (16673),5714,56660,758
boss,F8V (G_243-63),5714,56660,772
boss,F2V (33256),5714,56660,774
boss,F0IV (81937),5714,56660,786
boss,F3/F5V (30743),5714,56660,788
boss,F6Iab: (187929),5714,56660,802
sdss,F9,1021,52460,519
sdss,F9,1021,52460,526
sdss,F9,1021,52460,532
sdss,F5,1021,52460,555
sdss,F9,1021,52460,559
sdss,F5,1021,52460,563
sdss,F9,1021,52460,573
sdss,F9,267,51608,177
sdss,F5,1948,53388,583
sdss,F5,1948,53388,596
sdss,F5,1948,53388,603
sdss,F5,1948,53388,617
boss,F3/F5V (30743),7101,56659,210
boss,F0IV (81937),7101,56659,228
segue1,F9,2829,54623,579
segue1,F9,2829,54623,583
segue1,F9,2829,54623,586
segue1,F5,2829,54623,588
segue1,F2,2829,54623,589
segue1,F5,2829,54623,590
segue1,F9,2829,54623,591
segue1,F9,2829,54623,592
segue1,F9,2829,54623,593
segue1,F9,2829,54623,595
segue1,F9,2829,54623,599
segue1,F9,2829,54623,600
segue1,F5,2829,54623,601
segue1,F9,2829,54623,602
segue1,F9,2829,54623,603
segue1,F9,2829,54623,605
segue1,F5,2829,54623,606
segue1,F5,2829,54623,608
segue1,F2,2829,54623,609
segue1,F9,2829,54623,610
segue1,F5,2829,54623,612
segue1,F9,2829,54623,614
segue1,F9,2829,54623,615
segue1,F9,2829,54623,616
segue1,F5,2829,54623,617
segue1,F5,2829,54623,627
segue1,F9,2829,54623,628
segue1,F9,2829,54623,633
segue1,F9,2829,54623,634
segue1,F9,2829,54623,635
segue1,F9,2829,54623,636
segue1,F9,2829,54623,637
segue1,F5,2829,54623,638
boss,F3/F5V (30743),5988,56072,2
boss,F3/F5V (30743),5988,56072,10
boss,F0III (89025),5988,56072,18
boss,F0IV (81937),5988,56072,36
boss,F3/F5V (30743),5045,56181,100
boss,F3/F5V (30743),3819,55540,20
boss,F3/F5V (30743),3819,55540,56
boss,F3/F5V (30743),6714,56447,324
boss,F2V (33256),6714,56447,360
boss,F3/F5V (30743),6714,56447,378
boss,F0IV (81937),4321,55504,484
boss,F3/F5V (30743),4321,55504,496
boss,F3/F5V (30743),5045,56181,542
boss,F0IV (81937),4768,55944,652
boss,F3/F5V (30743),4768,55944,692
boss,F0IV (81937),6464,56309,928
boss,F0IV (81937),6464,56309,944
boss,F0IV (81937),6464,56309,208
boss,F3/F5V (30743),6464,56309,255
sdss,F5,753,52233,14
segue1,F9,2826,54389,2
segue1,F9,2826,54389,5
segue1,F5,2826,54389,7
segue1,F5,2826,54389,12
segue1,F9,2826,54389,23
segue1,F9,2826,54389,26
segue1,F9,2826,54389,27
segue1,F9,2826,54389,28
segue1,F5,2826,54389,29
segue1,F9,2826,54389,31
segue1,F9,2826,54389,32
segue1,F9,2826,54389,33
segue1,F5,2826,54389,36
segue1,F9,2826,54389,40
segue1,F9,2826,54389,42
segue1,F5,2826,54389,45
segue1,F9,2826,54389,47
segue1,F9,2826,54389,48
segue1,F9,2826,54389,52
segue1,F2,2826,54389,54
segue1,F9,2826,54389,63
segue1,F9,2826,54389,64
sdss,F2,1946,53432,50
sdss,F2,1946,53432,63
sdss,F5,1946,53432,112
boss,F3/F5V (30743),4054,55358,486
boss,F8V (30562),3818,55532,812
boss,F3/F5V (30743),3818,55532,813
boss,F0IV (81937),3818,55532,836
boss,F8V (G_243-63),3818,55532,854
boss,F2V (33256),3818,55532,870
sdss,F2,2207,53558,84
sdss,F9,2207,53558,86
sdss,F5,2207,53558,106
boss,F2V (33256),6714,56447,33
boss,F3/F5V (30743),6714,56447,40
boss,F0III (89025),6714,56447,52
boss,F3/F5V (30743),6714,56447,62
boss,F0IV (81937),3818,55532,902
boss,F0II (25291),3818,55532,912
boss,F0Ib (36673),3818,55532,922
boss,F0IV (81937),3818,55532,932
boss,F3/F5V (30743),4054,55358,534
boss,F3/F5V (30743),4054,55358,538
boss,F0IV (81937),6714,56447,88
boss,F6V (16673),6714,56447,108
boss,F3/F5V (30743),6714,56447,126
segue1,F9,2826,54389,71
segue1,F2,2826,54389,75
segue1,F5,2826,54389,76
segue1,F9,2826,54389,77
segue1,F9,2826,54389,84
segue1,F9,2826,54389,87
segue1,F5,2826,54389,91
segue1,F5,2826,54389,92
segue1,F9,2826,54389,105
segue1,F9,2826,54389,109
segue1,F9,2826,54389,110
segue1,F9,2826,54389,112
segue1,F2,2826,54389,114
segue1,F9,2826,54389,119
sdss,F5,2492,54178,78
sdss,F9,266,51630,43
sdss,F5,266,51630,49
sdss,F5,490,51929,417
sdss,F9,490,51929,424
sdss,F9,490,51929,425
boss,F3/F5V (30743),4768,55944,168
boss,F3/F5V (30743),4768,55944,170
sdss,F5,1946,53432,209
sdss,F2,1946,53432,236
boss,F0IV (81937),7099,56666,228
boss,F3/F5V (30743),4321,55504,262
boss,F3/F5V (30743),4321,55504,266
boss,F0V (90277),4321,55504,268
boss,F0II (25291),4321,55504,272
boss,F0IV (81937),4321,55504,308
boss,F0V (90277),7099,56666,291
boss,F3/F5V (30743),6252,56248,273
boss,F8V (G_243-63),6252,56248,280
boss,F2V (33256),6252,56248,292
sdss,F5,2207,53558,407
sdss,F5,2207,53558,419
sdss,F5,2207,53558,427
boss,F2V (33256),6716,56401,916
sdss,M2,2207,53558,385
boss,M1 (204445),3819,55540,126
sdss,M7,753,52233,268
sdss,M0,753,52233,276
sdss,M3,753,52233,292
sdss,M3,753,52233,293
sdss,M5,753,52233,306
segue1,M3,2826,54389,292
segue2,M0,3317,54908,618
segue2,M0V,3317,54908,620
boss,M4.5:III (123657),4540,55863,617
sdss,M6,1020,52721,602
sdss,M6,1020,52721,606
sdss,M2,2208,53880,109
sdss,M0,2208,53880,129
sdss,M2,1947,53431,49
sdss,M6,1947,53431,63
sdss,M5,491,51942,285
boss,M4.5:III (123657),7099,56666,721
boss,M1 (204445),7099,56666,723
boss,M1 (204445),7099,56666,725
boss,M1 (204445),7099,56666,733
sdss,M1,1947,53431,65
boss,M1 (204445),4063,55364,8
boss,M4.5:III (123657),4063,55364,13
boss,M4.5:III (123657),4063,55364,33
boss,M5III (221615),4548,55565,651
sdss,M4,2506,54179,348
sdss,M6,1335,52824,450
sdss,M2,1335,52824,467
sdss,M2,1335,52824,487
sdss,M6,1951,53389,158
sdss,M0,1951,53389,164
sdss,M2,1951,53389,282
sdss,M6,1951,53389,315
sdss,M3,757,52238,388
sdss,M8,757,52238,434
sdss,M6,1336,52759,456
sdss,M6,1336,52759,474
sdss,M5,1336,52759,479
sdss,M2,1336,52759,505
sdss,M1,1336,52759,511
boss,M5III (221615),4321,55504,171
boss,M5III (221615),4321,55504,179
boss,M5III (221615),4321,55504,185
segue2,M0,3317,54908,82
segue2,M0V,3317,54908,85
segue2,M0,3317,54908,99
segue2,M3,3317,54908,105
segue2,M2,3317,54908,117
segue2,M2,3317,54908,118
segue2,M0,3317,54908,123
boss,M3III (44478),6252,56248,67
boss,M4.5:III (123657),7099,56666,83
sdss,M3,1650,53174,285
boss,M1 (204445),4321,55504,365
sdss,M0,753,52233,370
sdss,M7,753,52233,373
boss,M5III (221615),6714,56447,391
sdss,M6,1331,52766,272
sdss,M6,1331,52766,279
sdss,M3,1331,52766,308
boss,M5III (221615),7099,56666,358
